土地位置建物門牌(Geo),土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,交易年,交易月,交易筆棟數,建物大於1,車位數,樓層比例,移轉層次,總樓層數,建物型態,是否透天,是否投資透天,主要用途,建築完成年,建築完成月,屋齡缺失,屋齡,建物移轉總面積平方公尺,是否毛胚,建物現況格局-房,有無管理組織,單價,總價元,車位類別,車位單價,車位總價元,特殊交易,電梯,latitude,longitude,與竹科距離_km
台灣新竹市新竹市新源街４４巷１５號,新竹市新竹市新源街４４巷１５號,72,商,113,9,建物1車位0,0,0,1.1,全,二層,透天厝,1,0,住商用,66,5,0,47.4,108.3,1,0,0,143120.9603,15500000,無,0,0,0,0,24.8001858,120.9924826,2.46677934
台灣新竹市新竹市龍山西路１８１巷２５號五樓,新竹市新竹市龍山西路１８１巷２５號五樓,31.22,住,113,7,建物1車位0,0,0,0.714285714,5,7,華廈,0,0,住家用,109,8,0,3.9,108.4,0,4,1,170664.2066,18500000,無,0,0,0,1,24.7908052,121.0084854,1.049861219
台灣新竹市新竹市莊敬街１０８號五樓之１０,新竹市新竹市莊敬街１０８號五樓之１０,24.44,住,113,6,建物1車位1,0,1,0.555555556,5,9,華廈,0,0,辦公用,101,10,0,11.6,108.46,0,3,1,106029.8728,11500000,坡道機械,0,0,0,1,24.794325,120.925669,8.239009411
台灣新竹市新竹市浸水街４０６巷７０弄８號,新竹市新竹市浸水街４０６巷７０弄８號,66.34,非,113,8,建物1車位0,0,0,1.1,全,二層,透天厝,1,0,住家用,69,7,0,44.1,108.5,1,0,0,115207.3733,12500000,無,0,0,0,0,24.8010322,120.9272556,8.242735211
台灣新竹市新竹市民生路１９６號六樓之２,新竹市新竹市民生路１９６號六樓之２,9.39,商,113,7,建物2車位0,1,0,0.5,6,12,大樓,0,0,住家用,79,7,0,34,108.62,0,3,1,69968.69821,7600000,無,0,0,0,1,24.8114653,120.976212,4.469052998
台灣新竹市新竹市經國路二段５３９之６號九樓,新竹市新竹市經國路二段５３９之６號九樓,14.58,商,113,8,建物1車位1,0,1,0.692307692,9,13,大樓,0,0,住家用,95,12,0,17.6,108.71,0,2,1,143685.0336,15620000,平面,1100000,1100000,0,1,24.8036178,120.9558837,5.618404663
台灣新竹市新竹市慈濟路１７７號二十四樓,新竹市新竹市慈濟路１７７號二十四樓,10.08,商,113,7,建物1車位1,0,1,1,24,24,大樓,0,0,住家用,110,1,0,3.6,108.78,0,1,1,195624.1956,21280000,平面,1100000,1100000,0,1,24.7918108,121.0145369,1.424836762
台灣新竹市新竹市中華路六段７９９巷８弄１２號２樓,新竹市新竹市中華路六段７９９巷８弄１２號２樓,27.04,非,113,7,建物1車位0,0,0,0.181818182,2,11,大樓,0,0,住家用,84,10,0,28.7,108.82,0,3,1,44109.53869,4800000,無,0,0,0,1,24.8138287,120.9674798,5.278347115
台灣新竹市新竹市寶山路３４之１號,新竹市新竹市寶山路３４之１號,17.22,住,113,7,建物1車位1,0,1,0.142857143,1,7,華廈,0,0,住家用,82,8,0,30.9,108.86,0,2,1,92779.71707,10100000,平面,1100000,1100000,0,1,24.7935524,120.9733474,3.551786249
台灣新竹市新竹市莊敬街１０８號五樓之３,新竹市新竹市莊敬街１０８號五樓之３,24.27,住,113,7,建物1車位1,0,1,0.555555556,5,9,華廈,0,0,辦公用,101,10,0,11.7,109.05,0,3,1,108207.2444,11800000,坡道機械,0,0,0,1,24.794325,120.925669,8.239009411
台灣新竹市新竹市東南街２１０巷４２號,新竹市新竹市東南街２１０巷４２號,81.26,住,113,7,建物1車位0,0,0,1.1,全,二層,透天厝,1,0,住家用,0,0,0,113.7,109.06,1,0,0,220062.351,24000000,無,0,0,0,0,24.7943701,120.9745902,3.471322467
台灣新竹市新竹市自由路７１號十一樓之５,新竹市新竹市自由路７１號十一樓之５,8.3,商,113,7,建物1車位1,0,1,0.846153846,11,13,大樓,0,0,住家用,92,1,0,21.6,109.07,0,2,1,136609.5168,14900000,平面,1100000,1100000,0,1,24.8132633,120.9803287,4.35881778
台灣新竹市新竹市新莊街１４８巷８號七樓,新竹市新竹市新莊街１４８巷８號七樓,24.43,住,113,7,建物1車位1,0,1,1,7,7,華廈,0,0,住家用,84,8,0,28.9,109.25,0,3,1,162929.0618,17800000,坡道機械,0,0,0,1,24.786318,121.017074,1.240043526
台灣新竹市新竹市光復路一段３６７巷５０弄８號４樓,新竹市新竹市光復路一段３６７巷５０弄８號４樓,36.63,住,113,8,建物1車位0,0,0,0.8,4,5,華廈,0,0,住家用,83,2,0,30.6,109.74,0,3,1,103881.9027,11400000,無,0,0,0,1,24.7820153,121.0164661,1.064785413
台灣新竹市新竹市西濱路一段３０６號五樓之１,新竹市新竹市西濱路一段３０６號五樓之１,32.69,住,113,8,建物1車位1,0,1,1,5,5,華廈,0,0,住家用,102,7,0,11.1,109.75,0,3,0,104419.1344,11460000,其他,0,0,0,1,24.8361386,120.9297372,9.790079755
台灣新竹市新竹市延平路一段４０６巷１２號四樓之２,新竹市新竹市延平路一段４０６巷１２號四樓之２,38.11,非,112,12,建物1車位0,0,0,0.8,4,5,華廈,0,0,住家用,113,8,1,0,109.76,0,3,1,152150.1458,16700000,無,0,0,0,1,24.8054194,120.9490179,6.331637855
台灣新竹市新竹市中山路６４０巷５９０號７樓,新竹市新竹市中山路６４０巷５９０號７樓,22.53,住,113,8,建物1車位0,0,0,0.875,7,8,華廈,0,0,住家用,87,5,0,26.3,109.86,0,3,1,77371.19971,8500000,無,0,0,0,1,24.7940619,120.9517233,5.653838567
台灣新竹市新竹市興濱路１１巷４１號五樓,新竹市新竹市興濱路１１巷４１號五樓,35.84,住,113,7,建物1車位1,0,1,1,5,5,華廈,0,0,住家用,93,6,0,20.1,109.91,0,3,1,94804.84032,10420000,平面,1100000,1100000,0,1,24.8413417,120.9320936,9.976103327
台灣新竹市新竹市延平路一段４０６巷１２號二樓之１,新竹市新竹市延平路一段４０６巷１２號二樓之１,38.28,非,112,11,建物1車位0,0,0,0.4,2,5,華廈,0,0,住家用,113,8,1,0,110.22,0,3,1,150607.8752,16600000,無,0,0,0,1,24.8054194,120.9490179,6.331637855
台灣新竹市新竹市埔頂三路３６號二十樓之１,新竹市新竹市埔頂三路３６號二十樓之１,6.71,商,113,10,建物1車位1,0,1,0.689655172,20,29,大樓,0,0,住家用,112,5,0,1.5,110.3,0,2,1,193109.7008,21300000,平面,1100000,1100000,0,1,24.7907382,121.0127751,1.223973595
台灣新竹市新竹市虎林街１２３巷１２弄２８號５樓之３,新竹市新竹市虎林街１２３巷１２弄２８號５樓之３,32.36,非,113,9,建物1車位1,0,1,1,5,5,公寓,0,0,住家用,86,6,0,27.3,110.58,0,3,1,46120.45578,5100000,平面,1100000,1100000,0,0,24.8091961,120.9407122,7.269394465
台灣新竹市新竹市武陵路２７１巷５７弄７號３樓,新竹市新竹市武陵路２７１巷５７弄７號３樓,23.4,住,113,9,建物1車位1,0,1,0.5,3,6,華廈,0,0,住家用,82,1,0,31.8,111.47,0,3,1,79662.68951,8880000,平面,1100000,1100000,0,1,24.8249322,120.9691461,6.071878881
台灣新竹市新竹市竹文街１１０號三樓,新竹市新竹市竹文街１１０號三樓,33.23,住,113,5,建物1車位0,0,0,0.6,3,5,公寓,0,0,住家用,70,1,0,43.4,111.53,0,3,0,58280.28333,6500000,無,0,0,0,0,24.8136956,120.9570465,6.08896314
台灣新竹市新竹市尚濱路６６號九樓之２,新竹市新竹市尚濱路６６號九樓之２,15.8,住,113,8,建物1車位1,0,1,0.692307692,9,13,大樓,0,0,住家用,96,12,0,16.6,111.62,0,2,1,92277.36965,10300000,平面,1100000,1100000,0,1,24.8427686,120.9275407,10.42709441
台灣新竹市新竹市北門街１０２之１號２樓,新竹市新竹市北門街１０２之１號２樓,22.36,商,113,7,建物1車位0,0,0,0.285714286,2,7,華廈,0,0,商業用,74,9,0,38.8,111.64,0,5,0,85990.68434,9600000,無,0,0,0,1,24.807135,120.9657616,4.949927353
台灣新竹市新竹市北大路５７號６樓之１,新竹市新竹市北大路５７號６樓之１,9.22,商,113,8,建物1車位0,0,0,0.5,6,12,大樓,0,0,住家用,0,0,0,113.8,112.31,0,3,1,128038.465,14380000,無,0,0,0,1,24.8123473,120.9724128,4.804744623
台灣新竹市新竹市中華路六段２０５巷４９號,新竹市新竹市中華路六段２０５巷４９號,82.93,非,113,9,建物1車位0,0,0,1.1,全,二層,透天厝,1,0,其他,0,0,0,113.9,112.42,1,0,0,78989.50365,8880000,無,0,0,0,0,24.7465779,120.9076711,10.67055874
台灣新竹市新竹市新莊街２６６巷２１號三樓,新竹市新竹市新莊街２６６巷２１號三樓,26.75,住,113,7,建物1車位0,0,0,0.5,3,6,華廈,0,0,住家用,83,12,0,29.5,112.58,0,3,0,134126.8431,15100000,無,0,0,0,1,24.7887912,121.0186811,1.5133849
台灣新竹市新竹市高峰路１１０巷１９弄２２號三樓之３,新竹市新竹市高峰路１１０巷１９弄２２號三樓之３,39.04,住,113,9,建物1車位1,0,1,0.6,3,5,華廈,0,0,住家用,113,6,0,0.3,112.82,0,3,1,153341.6061,17300000,其他,0,0,0,1,24.7909637,120.9727076,3.517109332
台灣新竹市新竹市民權路２００巷１６號,新竹市新竹市民權路２００巷１６號,65,住,113,7,建物1車位0,0,0,1.1,全,三層,透天厝,1,0,住家用,61,11,0,51.6,113.16,1,0,0,174973.4889,19800000,無,0,0,0,0,24.8104959,120.9739996,4.546337241
台灣新竹市新竹市天府路一段６８號五樓,新竹市新竹市天府路一段６８號五樓,25.12,住,113,10,建物1車位1,0,1,0.714285714,5,7,華廈,0,0,住家用,108,1,0,5.9,113.24,0,3,1,101554.2211,11500000,平面,1100000,1100000,0,1,24.8336984,120.9460723,8.362469739
台灣新竹市新竹市西大路５２８號３樓,新竹市新竹市西大路５２８號３樓,17.71,商,113,5,建物1車位0,0,0,0.6,3,5,華廈,0,0,住家用,0,0,0,113.5,113.42,0,3,1,87991.53588,9980000,無,0,0,0,1,24.8055487,120.9630117,5.086897208
台灣新竹市新竹市武陵路１７３號１３樓之２,新竹市新竹市武陵路１７３號１３樓之２,12.93,住,113,9,建物1車位0,0,0,0.590909091,13,22,大樓,0,0,住家用,87,7,0,26.2,113.83,0,3,1,117280.1546,13350000,無,0,0,0,1,24.8211267,120.9682652,5.802702095
台灣新竹市新竹市埔頂二路３０號二十二樓,新竹市新竹市埔頂二路３０號二十二樓,9.94,商,113,3,建物1車位1,0,1,0.916666667,22,24,大樓,0,0,住家用,110,1,0,3.2,114.22,0,2,1,177552.0925,20280000,平面,1100000,1100000,0,1,24.7909892,121.0138055,1.307611305
台灣新竹市新竹市西濱路一段１３６號,新竹市新竹市西濱路一段１３６號,61.62,住,113,9,建物1車位0,0,0,1.1,全,四層,透天厝,1,0,住商用,107,10,0,5.9,114.48,1,0,1,146750.5241,16800000,無,0,0,0,0,24.8300382,120.9269763,9.618867796
台灣新竹市新竹市中華路三段４８號１２樓之２,新竹市新竹市中華路三段４８號１２樓之２,9.34,商,113,7,建物1車位1,0,1,0.705882353,12,17,大樓,0,0,住家用,86,5,0,27.2,114.52,0,2,1,107404.8201,12300000,坡道機械,0,0,0,1,24.7971924,120.9623977,4.729659223
台灣新竹市新竹市光華街５３巷８號４樓,新竹市新竹市光華街５３巷８號４樓,27.24,住,113,7,建物1車位0,0,0,0.8,4,5,公寓,0,0,住家用,71,12,0,41.5,114.75,0,3,0,74074.07407,8500000,無,0,0,0,0,24.8158129,120.9717518,5.128738908
台灣新竹市新竹市民族路２０５號４樓之４,新竹市新竹市民族路２０５號４樓之４,25.36,住,113,8,建物1車位0,0,0,0.666666667,4,6,華廈,0,0,住家用,0,0,0,113.8,114.76,0,3,1,89752.52701,10300000,無,0,0,0,1,24.8098441,120.9800926,4.075742308
台灣新竹市新竹市武陵路１７９巷１６號５樓之５,新竹市新竹市武陵路１７９巷１６號５樓之５,12.98,住,113,10,建物1車位0,0,0,0.25,5,20,大樓,0,0,住家用,89,5,0,24.5,114.93,0,3,1,107021.6654,12300000,無,0,0,0,1,24.8227379,120.967612,5.981043617
台灣新竹市新竹市金竹路１３６號８樓之２,新竹市新竹市金竹路１３６號８樓之２,15.43,住,113,8,建物1車位1,0,1,1,8,8,華廈,0,0,住家用,87,10,0,25.8,115.4,0,3,1,85788.56153,9900000,坡道機械,0,0,0,1,24.8240975,120.9728023,5.77708113
台灣新竹市新竹市金雅八街９２號三樓之２,新竹市新竹市金雅八街９２號三樓之２,21.31,非,113,8,建物1車位1,0,1,0.25,3,12,大樓,0,0,住家用,113,2,0,0.6,115.46,0,2,1,147237.1384,17000000,平面,1100000,1100000,0,1,24.8269332,120.9668602,6.388823392
台灣新竹市新竹市光復路二段６４５號５樓之３,新竹市新竹市光復路二段６４５號５樓之３,10.53,商,113,9,建物1車位1,0,1,0.416666667,5,12,大樓,0,0,住家用,88,12,0,24.7,115.59,0,3,1,117657.2368,13600000,坡道機械,0,0,0,1,24.804256,120.9778993,3.785874888
台灣新竹市新竹市東大路３段４７０號５Ｆ,新竹市新竹市東大路３段４７０號５Ｆ,20.97,住,113,6,建物1車位0,0,0,0.714285714,5,7,華廈,0,0,住家用,82,10,0,30.6,115.78,0,3,0,88616.34134,10260000,無,0,0,0,1,24.8369257,120.9431561,8.822657534
台灣新竹市新竹市牛埔路１４巷６弄１９－３號５樓,新竹市新竹市牛埔路１４巷６弄１９－３號５樓,21.46,住,113,7,建物1車位0,0,0,0.714285714,5,7,華廈,0,0,住家用,83,6,0,30.1,115.84,0,3,0,99706.49171,11550000,無,0,0,0,1,24.7991437,120.9553931,5.468271657
台灣新竹市新竹市延平路三段４７０巷１９弄１號二樓之１,新竹市新竹市延平路三段４７０巷１９弄１號二樓之１,37.7,住,113,8,建物1車位1,0,1,0.4,2,5,華廈,0,0,住家用,103,7,0,10.1,116.05,0,3,1,77552.77897,9000000,其他,0,0,0,1,24.837678,120.932572,9.674663981
台灣新竹市新竹市西大路９７巷１９弄１３號,新竹市新竹市西大路９７巷１９弄１３號,84,住,113,7,建物1車位0,0,0,1.1,全,二層,透天厝,1,0,住家用,67,8,0,45.9,116.14,1,0,0,140520.062,16320000,無,0,0,0,0,24.7957202,120.9707872,3.883499222
台灣新竹市新竹市武陵路１７５巷３號２０樓之５,新竹市新竹市武陵路１７５巷３號２０樓之５,12.93,住,113,11,建物1車位0,0,0,0.952380952,20,21,大樓,0,0,住家用,87,7,0,26.4,116.22,0,3,1,117019.4459,13600000,無,0,0,1,1,24.8214131,120.9678688,5.852951499
台灣新竹市新竹市內湖路２８號,新竹市新竹市內湖路２８號,70.18,非,113,8,建物1車位0,0,0,1.1,全,二層,透天厝,1,0,住家用,69,7,0,44.1,116.34,1,0,0,23207.83909,2700000,無,0,0,1,0,24.7446861,120.9057129,10.93203294
台灣新竹市新竹市勝利路１７５號８樓之１,新竹市新竹市勝利路１７５號８樓之１,25.53,商,113,7,建物1車位0,0,0,1,8,8,華廈,0,0,住家用,86,6,0,27.1,116.43,0,2,1,124538.3492,14500000,無,0,0,0,1,24.8010937,120.9645139,4.71256607
台灣新竹市新竹市埔頂二路５２號,新竹市新竹市埔頂二路５２號,15.58,商,113,6,建物1車位0,0,0,0.041666667,1,24,大樓,0,0,商業用,110,1,0,3.5,116.52,1,0,1,231033.299,26920000,無,0,0,1,1,24.7911228,121.0137933,1.318650465
台灣新竹市新竹市天府路一段１４２號七樓之７,新竹市新竹市天府路一段１４２號七樓之７,22,住,113,8,建物1車位1,0,1,0.5,7,14,大樓,0,0,住家用,110,10,0,2.8,116.57,0,2,1,111692.5453,13020000,坡道機械,0,0,0,1,24.8347313,120.9434851,8.631299076
台灣新竹市新竹市西大路７６８號七樓之２,新竹市新竹市西大路７６８號七樓之２,17.34,住,113,6,建物1車位1,0,1,0.7,7,10,華廈,0,0,其他,83,7,0,29.9,117.08,0,3,1,111035.1896,13000000,坡道機械,0,0,0,1,24.8103676,120.9584013,5.766809108
台灣新竹市新竹市埔頂三路３８號二十七樓之６,新竹市新竹市埔頂三路３８號二十七樓之６,7.16,商,113,9,建物1車位1,0,1,0.931034483,27,29,大樓,0,0,住家用,112,5,0,1.4,117.1,0,2,1,179333.9026,21000000,平面,1100000,1100000,0,1,24.7902763,121.0125431,1.168533006
台灣新竹市新竹市明湖路１０５０巷４５０號４樓,新竹市新竹市明湖路１０５０巷４５０號４樓,47.24,非,113,8,建物1車位0,0,0,0.4,4,10,華廈,0,0,住家用,87,8,0,26,117.65,0,4,0,87547.8113,10300000,無,0,0,0,1,24.7676102,120.9789249,3.142375919
台灣新竹市新竹市明湖路１２００巷６弄１８號四樓,新竹市新竹市明湖路１２００巷６弄１８號四樓,36.6,非,113,9,建物1車位1,0,1,0.571428571,4,7,華廈,0,0,住家用,95,12,0,17.7,118.3,0,3,1,108199.4928,12800000,坡道機械,0,0,0,1,24.7658014,120.9801337,3.143756325
台灣新竹市新竹市五福路１段１巷３５弄２７號,新竹市新竹市五福路１段１巷３５弄２７號,608.85,非,113,6,建物1車位0,0,0,1.1,全,二層,透天厝,1,0,住家用,81,8,0,31.8,118.3,1,0,0,97210.48183,11500000,無,0,0,0,0,24.8138287,120.9674798,5.278347115
台灣新竹市新竹市明湖路１２００巷６弄８號四樓,新竹市新竹市明湖路１２００巷６弄８號四樓,37.7,非,113,8,建物1車位1,0,1,0.571428571,4,7,華廈,0,0,住家用,95,12,0,17.6,118.35,0,3,1,109843.684,13000000,坡道機械,0,0,0,1,24.7658864,120.9803767,3.118107784
台灣新竹市新竹市龍山西路１１５號七樓,新竹市新竹市龍山西路１１５號七樓,26.18,住,113,5,建物1車位2,0,2,1,7,7,華廈,0,0,住家用,105,3,0,8.2,118.38,0,2,1,201723.2641,23880000,坡道機械,0,0,0,1,24.7909261,121.0092332,1.083608876
台灣新竹市新竹市經國路一段５３２號３樓之２,新竹市新竹市經國路一段５３２號３樓之２,8.66,住,113,6,建物1車位0,0,0,0.15,3,20,大樓,0,0,住家用,85,5,0,28.1,118.47,0,3,1,96564.5311,11440000,無,0,0,0,1,24.8146363,120.9764071,4.722305878
台灣新竹市新竹市湳雅街２４２號２樓,新竹市新竹市湳雅街２４２號２樓,25.08,住,113,10,建物1車位1,0,1,0.285714286,2,7,華廈,0,0,住家用,82,10,0,31,119.37,0,3,1,72044.9024,8600000,坡道機械,0,0,1,1,24.8223132,120.9765857,5.397785942
台灣新竹市新竹市振興路７６號三樓,新竹市新竹市振興路７６號三樓,22.01,住,113,9,建物1車位1,0,1,0.428571429,3,7,華廈,0,0,住家用,84,6,0,29.3,119.45,0,3,1,74340.72834,8880000,坡道機械,0,0,0,1,24.7950827,120.9618713,4.699980416
台灣新竹市新竹市光復路一段２６８巷１２號５樓之２,新竹市新竹市光復路一段２６８巷１２號５樓之２,14.38,商,113,9,建物1車位0,0,0,0.3125,5,16,大樓,0,0,住家用,85,2,0,28.7,119.59,0,3,1,125428.5475,15000000,無,0,0,0,1,24.7825584,121.0206738,1.493034185
台灣新竹市新竹市中華路六段３５９巷１弄１號,新竹市新竹市中華路六段３５９巷１弄１號,67.57,非,113,7,建物1車位0,0,0,1.1,全,二層,透天厝,1,0,住家用,0,0,0,113.7,119.59,1,0,0,83619.03169,10000000,無,0,0,0,0,24.7388197,120.9112611,10.68593337
台灣新竹市新竹市武陵路１６７號７樓之２,新竹市新竹市武陵路１６７號７樓之２,11.56,住,113,8,建物1車位0,0,0,0.466666667,7,15,大樓,0,0,住家用,85,1,0,28.7,119.7,0,4,1,112781.9549,13500000,無,0,0,0,1,24.8209329,120.9679241,5.809296053
台灣新竹市新竹市明湖路１０５０巷３９２號３樓,新竹市新竹市明湖路１０５０巷３９２號３樓,43.03,非,113,7,建物1車位1,0,1,0.6,3,5,公寓,0,0,住家用,87,8,0,25.9,119.85,0,3,0,55652.89946,6670000,平面,1100000,1100000,0,0,24.7676102,120.9789249,3.142375919
台灣新竹市新竹市莊敬街１０８號七樓之１０,新竹市新竹市莊敬街１０８號七樓之１０,24.44,住,113,7,建物1車位1,0,1,0.777777778,7,9,華廈,0,0,辦公用,101,10,0,11.7,120.25,0,3,1,97297.2973,11700000,平面,1100000,1100000,0,1,24.794325,120.925669,8.239009411
台灣新竹市新竹市中華路６段２０５巷８０弄５號４Ｆ,新竹市新竹市中華路６段２０５巷８０弄５號４Ｆ,34.28,非,113,9,建物1車位0,0,0,0.8,4,5,華廈,0,0,住家用,83,3,0,30.6,120.41,0,3,0,47338.26094,5700000,無,0,0,0,1,24.7467601,120.9085261,10.58266545
台灣新竹市新竹市民生路８６號,新竹市新竹市民生路８６號,105,商,113,7,建物1車位0,0,0,1.1,全,二層,透天厝,1,0,住家用,65,9,0,47.8,120.54,1,0,0,346772.8555,41800000,無,0,0,0,0,24.8090976,120.9780168,4.152459755
台灣新竹市新竹市埔頂路２４９號５樓,新竹市新竹市埔頂路２４９號５樓,22.15,住,113,6,建物1車位1,0,1,0.625,5,8,華廈,0,0,住家用,86,8,0,26.8,120.66,0,3,1,145864.4124,17600000,坡道機械,0,0,0,1,24.7942926,121.0114407,1.510199898
台灣新竹市新竹市東門街１１２巷８號二樓,新竹市新竹市東門街１１２巷８號二樓,30.2,商,113,8,建物1車位0,0,0,0.4,2,5,公寓,0,0,辦公用,98,10,0,14.8,120.69,0,4,0,111525.3956,13460000,無,0,0,0,0,24.8044624,120.9699085,4.436675392
台灣新竹市新竹市東門街１１２巷８號四樓,新竹市新竹市東門街１１２巷８號四樓,30.2,商,113,8,建物1車位0,0,0,0.8,4,5,公寓,0,0,住家用,98,10,0,14.8,120.69,0,4,0,111525.3956,13460000,無,0,0,0,0,24.8044531,120.9699893,4.429378768
台灣新竹市新竹市東門街１１２巷８號三樓,新竹市新竹市東門街１１２巷８號三樓,30.2,商,113,8,建物1車位0,0,0,0.6,3,5,公寓,0,0,住家用,98,10,0,14.8,120.69,0,4,0,112685.3923,13600000,無,0,0,0,0,24.8044624,120.9699085,4.436675392
台灣新竹市新竹市新莊街１８５巷１０號七樓,新竹市新竹市新莊街１８５巷１０號七樓,15.89,住,113,7,建物1車位1,0,1,0.583333333,7,12,大樓,0,0,住家用,99,8,0,13.9,120.94,0,2,1,181494.9562,21950000,平面,1100000,1100000,0,1,24.7885436,121.0174038,1.38977779
台灣新竹市新竹市光復路一段３５４巷１６弄１２號３樓,新竹市新竹市光復路一段３５４巷１６弄１２號３樓,24.02,住,113,9,建物1車位1,0,1,0.428571429,3,7,華廈,0,0,住家用,86,1,0,27.8,121.09,0,3,1,123874.8039,15000000,坡道機械,0,0,0,1,24.7832156,121.0188075,1.312662343
台灣新竹市新竹市竹光路３５１號１１樓之１０,新竹市新竹市竹光路３５１號１１樓之１０,7.98,住,113,6,建物1車位0,0,0,0.55,11,20,大樓,0,0,住家用,84,7,0,28.9,121.15,0,3,1,94098.22534,11400000,無,0,0,0,1,24.8068819,120.9529046,6.049757013
台灣新竹市新竹市寶山路３４之１號３樓,新竹市新竹市寶山路３４之１號３樓,21.82,住,113,6,建物1車位0,0,0,0.428571429,3,7,華廈,0,0,住家用,82,8,0,30.8,121.21,0,4,1,83821.46688,10160000,無,0,0,0,1,24.7937445,120.9735202,3.543585029
台灣新竹市新竹市光復路二段１５５巷１０弄５號２樓,新竹市新竹市光復路二段１５５巷１０弄５號２樓,30,住,113,8,建物1車位1,0,1,0.4,2,5,公寓,0,0,住家用,79,5,0,34.3,121.29,0,3,0,94814.08195,11500000,平面,1100000,1100000,0,0,24.7980827,120.9926497,2.266087199
台灣新竹市新竹市慈濟路２１１號二十樓之６,新竹市新竹市慈濟路２１１號二十樓之６,12.38,其,113,7,建物1車位1,0,1,0.952380952,20,21,大樓,0,0,住家用,109,5,0,4.2,121.32,0,2,1,191229.8055,23200000,平面,1100000,1100000,0,1,24.7924884,121.0148472,1.50360492
台灣新竹市新竹市慈濟路２１５號十二樓之２,新竹市新竹市慈濟路２１５號十二樓之２,12.38,其,113,7,建物1車位1,0,1,0.571428571,12,21,大樓,0,0,住家用,109,5,0,4.2,121.32,0,2,1,200296.7359,24300000,平面,1100000,1100000,0,1,24.7928879,121.0146766,1.529255319
台灣新竹市新竹市北大路１６６巷１０之２號,新竹市新竹市北大路１６６巷１０之２號,17.13,住,113,8,建物1車位1,0,1,0.066666667,1,15,大樓,0,0,住家用,84,10,0,28.8,121.35,0,3,1,123609.3943,15000000,平面,1100000,1100000,1,1,24.8103996,120.9675999,5.02001533
台灣新竹市新竹市中央路３３１巷７０號３樓,新竹市新竹市中央路３３１巷７０號３樓,27.2,住,113,7,建物1車位1,0,1,0.5,3,6,華廈,0,0,住家用,84,1,0,29.6,121.86,0,3,1,96422.12375,11750000,坡道機械,0,0,0,1,24.8122223,120.9777032,4.432830083
台灣新竹市新竹市武陵路２６６號３樓之３,新竹市新竹市武陵路２６６號３樓之３,15.92,住,113,7,建物1車位0,0,0,0.214285714,3,14,大樓,0,0,辦公用,85,8,0,27.9,122.22,0,3,1,108411.062,13250000,無,0,0,0,1,24.822169,120.9703294,5.757461457
台灣新竹市新竹市國華街７２巷３號５樓之１,新竹市新竹市國華街７２巷３號５樓之１,29.07,住,113,9,建物1車位1,0,1,0.833333333,5,6,華廈,0,0,住家用,83,5,0,30.4,122.34,0,3,1,69478.50253,8500000,其他,0,0,1,1,24.817389,120.9704458,5.346733927
台灣新竹市新竹市光復路１段５７６巷２弄１２５－１號２Ｆ,新竹市新竹市光復路１段５７６巷２弄１２５－１號２Ｆ,36.68,住,113,7,建物1車位1,0,1,0.333333333,2,6,華廈,0,0,住家用,83,10,0,29.7,122.36,0,3,0,81726.05427,10000000,其他,0,0,1,1,24.8138287,120.9674798,5.278347115
台灣新竹市新竹市延平路一段３１７巷１１號,新竹市新竹市延平路一段３１７巷１１號,64,非,113,6,建物1車位0,0,0,1.1,全,三層,透天厝,1,0,住家用,69,1,0,44.5,122.4,1,0,0,65359.47712,8000000,無,0,0,1,0,24.8044445,120.9502048,6.177759287
台灣新竹市新竹市光華街６２巷１５之３號五樓,新竹市新竹市光華街６２巷１５之３號五樓,22.35,住,113,8,建物1車位1,0,1,1,5,5,華廈,0,0,辦公用,96,6,0,17.2,122.95,0,2,1,127124.8475,15630000,其他,0,0,0,1,24.8160252,120.9731961,5.049170682
台灣新竹市新竹市食品路５４０號九樓之２,新竹市新竹市食品路５４０號九樓之２,12.51,住,113,7,建物1車位0,0,0,0.75,9,12,大樓,0,0,住家用,80,8,0,32.9,122.96,0,3,1,93201.04099,11460000,無,0,0,0,1,24.7950659,120.9651571,4.385529823
台灣新竹市新竹市慈祥路８０號十樓之２,新竹市新竹市慈祥路８０號十樓之２,13.92,住,113,5,建物1車位1,0,1,0.833333333,10,12,大樓,0,0,住家用,100,3,0,13.2,123.18,0,2,1,153433.999,18900000,平面,1100000,1100000,0,1,24.7931462,121.0091844,1.318595294
台灣新竹市新竹市明湖路１０５０巷４４０號６樓,新竹市新竹市明湖路１０５０巷４４０號６樓,41.87,非,113,7,建物1車位1,0,1,0.6,6,10,華廈,0,0,住家用,87,8,0,25.9,123.29,0,2,0,85165.05799,10500000,平面,1100000,1100000,0,1,24.7676102,120.9789249,3.142375919
台灣新竹市新竹市草漯街２０１巷１６號三樓,新竹市新竹市草漯街２０１巷１６號三樓,64.2,非,113,10,建物1車位1,0,1,0.5,3,6,華廈,0,0,住家用,110,4,0,3.6,123.48,0,3,1,99611.27308,12300000,平面,1100000,1100000,0,1,24.7578289,120.9382796,7.333295636
台灣新竹市新竹市中山路６６０號５Ｆ,新竹市新竹市中山路６６０號５Ｆ,20.28,住,113,9,建物1車位1,0,1,0.714285714,5,7,華廈,0,0,住家用,82,11,0,30.8,124.3,0,3,1,70796.46018,8800000,平面,1100000,1100000,0,1,24.7952141,120.953987,5.465888503
